package_or_test,code,name,slug,amount,leb_cost,offer_price,min_age,details,description,max_age,tat_time,tat_time_duration,recommended_age,is_active,category,recommended_gender,discount,fasting_time,package_price,smart_report_available,sample_1h_interval_3times,sample_1h_interval_2times,sample_2h_interval_1time,sample_20m_interval_3times,home_collection,meta_keyword,also_known_as,sample_report,sample_report_pdf,is_hiv_form,type,content,package_alias
test,ALDO,Aldolase,aldolase,950,117,1530,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,ALD,Aldosterone,aldosterone,1600,118,3190,0,3ml EDTA,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,ALP,Alkaline Phosphatase,alkaline-phosphatase,180,119,300,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,ASPHADCHL,Allergy Screen IgE With PhadiaTop (Child < 5 y),allergy-screen-ige-with-phadiatop-child-<-5-y,2000,120,2680,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,ASPHAD,Allergy Screening Phadiatop Adult,allergy-screening-phadiatop-adult,1500,121,2170,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,AFP,Alpha Feto Protein,alpha-feto-protein,900,122,1110,0,3ml Serum/Fluid,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,ATRIP,Alpha-1-antitrypsin,alpha-1-antitrypsin,2000,123,3490,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,NH3,Ammonia,ammonia,1100,124,1460,0,3ml EDTA,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,Amoebic,Amoebic Serology,amoebic-serology,1400,125,1750,0,3ml Serum/Fluid,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,AMY,Amylase,amylase,450,126,560,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,A4,Androstenedione,androstenedione,1700,127,2730,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,ACE,Angiotensin Converting Enzyme,angiotensin-converting-enzyme,1000,128,1470,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,ACL-A,Anti Cardiolipin Antibody IgA,anti-cardiolipin-antibody-iga,900,129,1590,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,ACL-G,Anti Cardiolipin Antibody IgG,anti-cardiolipin-antibody-igg,900,130,1140,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,ACL-M,Anti Cardiolipin Antibody IgM,anti-cardiolipin-antibody-igm,900,131,1090,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,Anti CCP,Anti Cyclic Citrullinated Peptide,anti-cyclic-citrullinated-peptide,1600,132,2100,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,ds-DNA,Anti Ds DNA Antibody,anti-ds-dna-antibody,1250,133,1400,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,AEC,Absolute Eiosinophil Count,absolute-eiosinophil-count,160,134,320,0,3ml EDTA,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,ENDOA,Anti Endomysial Antibody-IgA,anti-endomysial-antibody-iga,1850,135,3360,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,ENDOG,Anti Endomysial Antibody-IgG,anti-endomysial-antibody-igg,1850,136,3230,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,ENDOM,Anti Endomysial Antibody-IgM,anti-endomysial-antibody-igm,1850,137,2280,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,GBM,Anti Glomerular Basement Membrane antibody,anti-glomerular-basement-membrane-antibody,1900,138,3180,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,Jo1,Anti Jo-1 Antibody,anti-jo-1-antibody,1450,139,2520,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,TPO,Anti Microsomal/ Peroxidase Antibody,anti-microsomal/-peroxidase-antibody,1400,140,1790,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,AMA,Anti Mitochondrial Antibody,anti-mitochondrial-antibody,1800,141,3090,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,AMH,Anti Mullerian Hormone,anti-mullerian-hormone,2000,142,2960,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,C-ANCA,Anti Neutrophil Cytoplasmic Ab (MPO Antibodies),anti-neutrophil-cytoplasmic-ab-mpo-antibodies,1700,143,3280,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,P-ANCA,Anti Neutrophil Cytoplasmic Ab (PR3 Antibodies),anti-neutrophil-cytoplasmic-ab-pr3-antibodies,1700,144,2320,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,IFA- ANA,Anti Nuclear Abs-IFA Hep2,anti-nuclear-abs-ifa-hep2,2200,145,3660,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,ANA,Anti Nuclear Antibody,anti-nuclear-antibody,800,146,1210,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,APL-A,Anti Phospholipid Antibody IgA,anti-phospholipid-antibody-iga,900,147,1030,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,APL-G,Anti Phospholipid Antibody IgG,anti-phospholipid-antibody-igg,900,148,1000,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,APL-M,Anti Phospholipid Antibody IgM,anti-phospholipid-antibody-igm,900,149,1550,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,ASMA,Anti Smooth Muscle Antibody,anti-smooth-muscle-antibody,1800,150,3370,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,ASMA IF,Anti Smooth Muscle Antibody IFA,anti-smooth-muscle-antibody-ifa,1800,151,2770,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,ASAB,Anti Sperm Antibody,anti-sperm-antibody,900,152,1400,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,SSA,Anti SSA/Ro,anti-ssa/ro,1500,153,2520,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,SSB,Anti SSB/La,anti-ssb/la,1500,154,2320,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,ASO,Anti Streptolysin O,anti-streptolysin-o,550,155,830,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,AT-III,AntiThrombin III,antithrombin-iii,2000,156,2460,0,3ml Sod.Citrate,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,ATG,AntiThyroglobulin Antibody,antithyroglobulin-antibody,1300,157,1580,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,CENTRAB,Anti-Centromere Ab.,anti-centromere-ab.,1450,158,2650,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,APO A1,Apo Lipoprotein A1,apo-lipoprotein-a1,600,159,1070,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,APO B,Apo Lipoprotein- B,apo-lipoprotein--b,600,160,1200,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,ASCA,Anti-Saccharomyces cerevisiae antibodies-IgA,anti-saccharomyces-cerevisiae-antibodies-iga,1450,161,1970,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,ASCG,Anti-Saccharomyces cerevisiae antibodies-IgG,anti-saccharomyces-cerevisiae-antibodies-igg,1450,162,2650,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,ASPE,Aspergillus IgE,aspergillus-ige,1800,163,2210,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,ASPG,Aspergillus IgG,aspergillus-igg,1800,164,2470,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,ASPM,Aspergillus IgM,aspergillus-igm,1800,165,1920,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,B2GA,B2-Glycoprotein IgA,b2-glycoprotein-iga,950,166,1460,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,B2GG,B2-Glycoprotein IgG,b2-glycoprotein-igg,950,167,1520,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,B2GM,B2-Glycoprotein IgM,b2-glycoprotein-igm,950,168,1760,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,BCRABL,BCR ABL Quantitative (RealTime PCR),bcr-abl-quantitative-realtime-pcr,6000,169,10050,0,4ml EDTA,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,BJP-U,Bence Jones Protein Urine,bence-jones-protein-urine,500,170,800,0,10ml Urine,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,Beta HCG-F,Beta HCG-Free,beta-hcg-free,700,171,1000,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,Beta HCG-T,Beta HCG-Total,beta-hcg-total,600,172,860,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,B2MP,Beta-2 Microglobulin,beta-2-microglobulin,1300,173,2090,0,3ml Serum/5ml Urine,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,HCO3,Bicarbonate,bicarbonate,700,174,1160,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,B.Acid,Bile Acid,bile-acid,1500,175,2210,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,BILP,Bile Pigments,bile-pigments,150,176,280,0,10ml Urine,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,BILS,Bile Salts,bile-salts,150,177,270,0,10ml Urine,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,BIL-D,Bilirubin Direct,bilirubin-direct,140,178,270,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,BIL-T,Bilirubin Total,bilirubin-total,200,179,360,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,BKV-PCR,BK Virus Quantitative-Real Time PCR,bk-virus-quantitative-real-time-pcr,7000,180,11950,0,3ml EDTA/5ml Urine,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,BL C/S,Blood Culture & Sensitivity,blood-culture-&-sensitivity,900,181,1000,0,Blood Culture Bottle,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,BSF,Blood Glucose Fasting,blood-glucose-fasting,80,182,300,0,2ml Fluoride,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,BSP,Blood Glucose PP,blood-glucose-pp,80,183,300,0,2ml Fluoride,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,BSR,Blood Glucose Random,blood-glucose-random,80,184,300,0,2ml Fluoride,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,BG,Blood Group (ABO & Rh Factor),blood-group-abo-&-rh-factor,120,185,240,0,3ml EDTA,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,BUN,Blood Urea Nitrogen (BUN),blood-urea-nitrogen-bun,140,186,250,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,BNP,BNP (Heart Failure Marker),bnp-heart-failure-marker,2500,187,4210,0,3ml EDTA,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,B.MRW,Bone Marrow Examination,bone-marrow-examination,1000,188,1650,0,Slide/2ml EDTA,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,BRU-IgG,Brucella IgG,brucella-igg,1250,189,2130,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,BRU-IgM,Brucella IgM,brucella-igm,1250,190,2120,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,C1EST,C1 Esterase Inhibitor,c1-esterase-inhibitor,4500,191,7780,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,CA 125,Ca 125 (Ovarian Cancer),ca-125-ovarian-cancer,1200,192,2190,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,CA 15.5,Ca 15.3 (Breast Cancer),ca-15.3-breast-cancer,1300,193,1980,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,CA 19.9,Ca 19.9 (Pancreatic Cancer),ca-19.9-pancreatic-cancer,1300,194,1990,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,CA 50,CA 50(Colorectal Cancer),ca-5colorectal-cancer,1600,195,3120,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
